creator_assigned_number,creator_gender,most_uploaded_genre,creator_signup_country,total_play_count,total_play_count_male,total_play_count_female,total_play_count_custom_gender,total_play_count_null_gender,plays_by_males_BR,pct_plays_by_males_BR,plays_by_females_BR,pct_plays_by_females_BR,plays_by_custom_gender_BR,pct_plays_by_custom_gender_BR,plays_by_null_gender_BR,pct_plays_by_null_gender_BR,total_play_count_BR,plays_by_males_DE,pct_plays_by_males_DE,plays_by_females_DE,pct_plays_by_females_DE,plays_by_custom_gender_DE,pct_plays_by_custom_gender_DE,plays_by_null_gender_DE,pct_plays_by_null_gender_DE,total_play_count_DE,plays_by_males_EG,pct_plays_by_males_EG,plays_by_females_EG,pct_plays_by_females_EG,plays_by_custom_gender_EG,pct_plays_by_custom_gender_EG,plays_by_null_gender_EG,pct_plays_by_null_gender_EG,total_play_count_EG,plays_by_males_GB,pct_plays_by_males_GB,plays_by_females_GB,pct_plays_by_females_GB,plays_by_custom_gender_GB,pct_plays_by_custom_gender_GB,plays_by_null_gender_GB,pct_plays_by_null_gender_GB,total_play_count_GB,plays_by_males_US,pct_plays_by_males_US,plays_by_females_US,pct_plays_by_females_US,plays_by_custom_gender_US,pct_plays_by_custom_gender_US,plays_by_null_gender_US,pct_plays_by_null_gender_US,total_play_count_US,plays_by_males_VN,pct_plays_by_males_VN,plays_by_females_VN,pct_plays_by_females_VN,plays_by_custom_gender_VN,pct_plays_by_custom_gender_VN,plays_by_null_gender_VN,pct_plays_by_null_gender_VN,total_play_count_VN
27412,male,5,US,323,239,58,12,14,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,239,73.99,58,17.96,12,3.72,14,4.33,323,0,,0,,0,,0,,0
27455,,5,US,234,135,83,1,15,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,135,57.69,83,35.47,1,0.43,15,6.41,234,0,,0,,0,,0,,0
27526,,5,US,141,82,57,1,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,82,58.16,57,40.43,1,0.71,1,0.71,141,0,,0,,0,,0,,0
27587,,5,US,497,207,269,1,20,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,207,41.65,269,54.12,1,0.2,20,4.02,497,0,,0,,0,,0,,0
27685,,5,US,278,132,136,1,9,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,132,47.48,136,48.92,1,0.36,9,3.24,278,0,,0,,0,,0,,0
27694,male,5,US,107,0,0,107,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,0,0.0,107,100.0,0,0.0,107,0,,0,,0,,0,,0
27731,male,5,US,215,92,121,0,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,92,42.79,121,56.28,0,0.0,2,0.93,215,0,,0,,0,,0,,0
27737,female,5,US,105,53,52,0,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,53,50.48,52,49.52,0,0.0,0,0.0,105,0,,0,,0,,0,,0
27745,,5,US,232,0,232,0,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,232,100.0,0,0.0,0,0.0,232,0,,0,,0,,0,,0
27746,male,5,US,443,204,207,18,14,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,204,46.05,207,46.73,18,4.06,14,3.16,443,0,,0,,0,,0,,0
27752,male,5,US,186,158,16,6,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,158,84.95,16,8.6,6,3.23,6,3.23,186,0,,0,,0,,0,,0
27770,female,5,US,239,167,70,0,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,167,69.87,70,29.29,0,0.0,2,0.84,239,0,,0,,0,,0,,0
27782,,5,GB,193,19,166,5,3,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,19,9.84,166,86.01,5,2.59,3,1.55,193,0,,0,,0,,0,,0
27815,male,5,US,112,112,0,0,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,112,100.0,0,0.0,0,0.0,0,0.0,112,0,,0,,0,,0,,0
27857,male,5,US,604,204,380,7,13,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,204,33.77,380,62.91,7,1.16,13,2.15,604,0,,0,,0,,0,,0
27947,female,5,US,445,182,237,12,14,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,182,40.99,236,53.15,12,2.7,14,3.15,444,0,,0,,0,,0,,0
27955,male,5,US,110,101,6,0,3,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,1,100.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,101,92.66,6,5.5,0,0.0,2,1.83,109,0,,0,,0,,0,,0
27987,female,5,GB,475,470,1,4,0,0,,0,,0,,0,,0,0,0.0,0,0.0,1,100.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,470,99.16,1,0.21,3,0.63,0,0.0,474,0,,0,,0,,0,,0
28012,,5,BR,264,153,97,3,11,0,0.0,20,100.0,0,0.0,0,0.0,20,0,0.0,1,25.0,2,50.0,1,25.0,4,0,,0,,0,,0,,0,0,,0,,0,,0,,0,153,63.75,76,31.67,1,0.42,10,4.17,240,0,,0,,0,,0,,0
28066,female,5,US,153,118,34,1,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,0.0,1,100.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,118,78.15,32,21.19,1,0.66,0,0.0,151,0,,0,,0,,0,,0
28091,,5,US,360,230,93,6,31,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,230,64.07,92,25.63,6,1.67,31,8.64,359,0,,0,,0,,0,,0
28124,male,5,US,664,515,71,12,66,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,2,100.0,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,515,77.79,71,10.73,12,1.81,64,9.67,662,0,,0,,0,,0,,0
28162,,5,US,108,20,86,2,0,0,,0,,0,,0,,0,0,0.0,0,0.0,2,100.0,0,0.0,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,20,18.87,86,81.13,0,0.0,0,0.0,106,0,,0,,0,,0,,0
28249,,5,BR,152,45,100,0,7,0,,0,,0,,0,,0,3,37.5,5,62.5,0,0.0,0,0.0,8,0,,0,,0,,0,,0,0,,0,,0,,0,,0,42,29.17,95,65.97,0,0.0,7,4.86,144,0,,0,,0,,0,,0
28269,male,5,DE,332,140,151,18,23,0,,0,,0,,0,,0,140,42.3,151,45.62,18,5.44,22,6.65,331,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,1,100.0,1,0,,0,,0,,0,,0
28527,custom,5,DE,104,64,34,0,6,0,,0,,0,,0,,0,64,61.54,34,32.69,0,0.0,6,5.77,104,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0
29269,female,5,US,191,169,17,2,3,0,,0,,0,,0,,0,124,99.2,0,0.0,1,0.8,0,0.0,125,0,,0,,0,,0,,0,0,,0,,0,,0,,0,45,68.18,17,25.76,1,1.52,3,4.55,66,0,,0,,0,,0,,0
29446,male,5,US,123,92,20,5,6,0,,0,,0,,0,,0,9,100.0,0,0.0,0,0.0,0,0.0,9,0,,0,,0,,0,,0,0,,0,,0,,0,,0,83,72.81,20,17.54,5,4.39,6,5.26,114,0,,0,,0,,0,,0
29573,,5,US,2753,1173,1506,33,41,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1172,42.59,1506,54.72,33,1.2,41,1.49,2752,0,,0,,0,,0,,0
29855,female,5,US,256,215,25,15,1,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,0,,0,,0,,0,,0,211,83.73,25,9.92,15,5.95,1,0.4,252,0,,0,,0,,0,,0
29881,male,5,US,256,177,51,28,0,1,100.0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,175,68.9,51,20.08,28,11.02,0,0.0,254,0,,0,,0,,0,,0
29884,male,5,US,1079,772,227,15,65,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,0,,0,,0,,0,,0,768,71.44,227,21.12,15,1.4,65,6.05,1075,0,,0,,0,,0,,0
29905,male,5,DE,138,138,0,0,0,0,,0,,0,,0,,0,138,100.0,0,0.0,0,0.0,0,0.0,138,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0
29921,male,5,US,145,110,22,5,8,0,,0,,0,,0,,0,5,100.0,0,0.0,0,0.0,0,0.0,5,0,,0,,0,,0,,0,0,,0,,0,,0,,0,105,75.0,22,15.71,5,3.57,8,5.71,140,0,,0,,0,,0,,0
30031,female,5,US,107,60,41,5,1,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,59,55.66,41,38.68,5,4.72,1,0.94,106,0,,0,,0,,0,,0
30103,female,5,US,231,38,2,2,189,0,0.0,0,0.0,2,100.0,0,0.0,2,8,100.0,0,0.0,0,0.0,0,0.0,8,0,,0,,0,,0,,0,0,,0,,0,,0,,0,30,13.57,2,0.9,0,0.0,189,85.52,221,0,,0,,0,,0,,0
30162,male,5,US,463,305,109,25,24,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,304,65.8,109,23.59,25,5.41,24,5.19,462,0,,0,,0,,0,,0
30186,,5,US,158,89,41,6,22,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,89,56.69,40,25.48,6,3.82,22,14.01,157,0,,0,,0,,0,,0
30337,male,5,US,179,69,87,3,20,0,,0,,0,,0,,0,0,,0,,0,,0,,0,2,33.33,2,33.33,0,0.0,2,33.33,6,0,0.0,1,100.0,0,0.0,0,0.0,1,67,38.95,84,48.84,3,1.74,18,10.47,172,0,,0,,0,,0,,0
30386,male,5,US,253,68,185,0,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,68,26.98,184,73.02,0,0.0,0,0.0,252,0,,0,,0,,0,,0
30424,male,5,US,1254,951,191,15,97,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,950,75.82,191,15.24,15,1.2,97,7.74,1253,0,,0,,0,,0,,0
30476,male,5,US,144,67,67,0,10,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,67,46.85,66,46.15,0,0.0,10,6.99,143,0,,0,,0,,0,,0
30492,male,5,VN,177,174,1,0,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,1,100.0,0,0.0,0,0.0,0,0.0,1,172,98.29,1,0.57,0,0.0,2,1.14,175,0,,0,,0,,0,,0
30506,male,5,US,373,170,152,9,42,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,170,45.7,151,40.59,9,2.42,42,11.29,372,0,,0,,0,,0,,0
30665,male,5,US,104,97,1,5,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,96,93.2,1,0.97,5,4.85,1,0.97,103,0,,0,,0,,0,,0
30688,female,5,US,114,2,111,0,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,2,1.77,110,97.35,0,0.0,1,0.88,113,0,,0,,0,,0,,0
30795,male,5,US,153,94,50,7,2,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,93,61.18,50,32.89,7,4.61,2,1.32,152,0,,0,,0,,0,,0
30806,,5,US,169,118,15,6,30,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,117,69.64,15,8.93,6,3.57,30,17.86,168,0,,0,,0,,0,,0
30855,male,5,US,360,252,81,11,16,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,251,69.92,81,22.56,11,3.06,16,4.46,359,0,,0,,0,,0,,0
30881,male,5,US,260,208,24,13,15,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,207,79.92,24,9.27,13,5.02,15,5.79,259,0,,0,,0,,0,,0
30883,custom,5,US,112,0,84,27,1,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,1,100.0,1,0,0.0,84,75.68,27,24.32,0,0.0,111,0,,0,,0,,0,,0
31170,male,5,US,113,99,6,3,5,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,98,87.5,6,5.36,3,2.68,5,4.46,112,0,,0,,0,,0,,0
31184,female,5,US,408,210,171,1,26,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,210,51.6,170,41.77,1,0.25,26,6.39,407,0,,0,,0,,0,,0
31189,male,5,EG,127,0,127,0,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,0.0,126,100.0,0,0.0,0,0.0,126,0,,0,,0,,0,,0
31239,male,5,US,1464,1188,203,42,31,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,1188,81.2,202,13.81,42,2.87,31,2.12,1463,0,,0,,0,,0,,0
31437,male,5,US,117,66,37,0,14,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,50.0,1,50.0,0,0.0,0,0.0,2,1,100.0,0,0.0,0,0.0,0,0.0,1,64,56.14,36,31.58,0,0.0,14,12.28,114,0,,0,,0,,0,,0
31529,male,5,US,143,107,21,0,15,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,106,74.65,21,14.79,0,0.0,15,10.56,142,0,,0,,0,,0,,0
31548,male,5,US,191,125,45,7,14,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,124,65.26,45,23.68,7,3.68,14,7.37,190,0,,0,,0,,0,,0
31595,male,5,US,140,102,31,1,6,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,101,72.66,31,22.3,1,0.72,6,4.32,139,0,,0,,0,,0,,0
31596,,5,US,637,240,368,9,20,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,240,37.74,367,57.7,9,1.42,20,3.14,636,0,,0,,0,,0,,0
31712,male,5,US,117,28,17,45,27,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,0,0.0,1,100.0,0,0.0,1,28,24.14,17,14.66,44,37.93,27,23.28,116,0,,0,,0,,0,,0
31803,male,5,US,168,126,26,3,13,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,126,75.45,25,14.97,3,1.8,13,7.78,167,0,,0,,0,,0,,0
31815,male,5,US,683,497,126,14,46,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,496,72.73,126,18.48,14,2.05,46,6.74,682,0,,0,,0,,0,,0
31836,male,5,US,105,65,24,0,16,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,64,61.54,24,23.08,0,0.0,16,15.38,104,0,,0,,0,,0,,0
31838,male,5,US,119,98,11,2,8,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,97,82.2,11,9.32,2,1.69,8,6.78,118,0,,0,,0,,0,,0
31858,female,5,US,150,57,70,0,23,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,50.0,0,0.0,0,0.0,1,50.0,2,0,0.0,1,100.0,0,0.0,0,0.0,1,56,38.1,69,46.94,0,0.0,22,14.97,147,0,,0,,0,,0,,0
31958,male,5,US,202,123,56,4,19,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,118,59.9,56,28.43,4,2.03,19,9.64,197,4,100.0,0,0.0,0,0.0,0,0.0,4
31987,custom,5,GB,100,94,6,0,0,0,,0,,0,,0,,0,0,0.0,3,100.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,93,96.88,3,3.13,0,0.0,0,0.0,96,0,,0,,0,,0,,0
31994,,5,US,124,53,11,56,4,0,,0,,0,,0,,0,0,0.0,0,0.0,49,96.08,2,3.92,51,0,,0,,0,,0,,0,0,0.0,0,0.0,1,100.0,0,0.0,1,53,73.61,11,15.28,6,8.33,2,2.78,72,0,,0,,0,,0,,0
32030,male,5,US,291,226,51,8,6,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,0.0,0,0.0,1,100.0,0,0.0,1,226,78.2,50,17.3,7,2.42,6,2.08,289,0,,0,,0,,0,,0
32073,male,5,US,980,801,104,20,55,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,1,100.0,1,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,800,81.8,104,10.63,20,2.04,54,5.52,978,0,,0,,0,,0,,0
32496,male,5,US,175,122,34,5,14,0,,0,,0,,0,,0,2,66.67,1,33.33,0,0.0,0,0.0,3,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,119,69.59,33,19.3,5,2.92,14,8.19,171,0,,0,,0,,0,,0
32516,,5,US,104,41,51,2,10,0,,0,,0,,0,,0,2,66.67,0,0.0,0,0.0,1,33.33,3,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,39,39.0,50,50.0,2,2.0,9,9.0,100,0,,0,,0,,0,,0
32634,male,5,US,119,49,59,4,7,0,,0,,0,,0,,0,3,75.0,1,25.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,45,39.47,58,50.88,4,3.51,7,6.14,114,0,,0,,0,,0,,0
32891,male,5,US,285,237,25,2,21,0,,0,,0,,0,,0,3,100.0,0,0.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,233,82.92,25,8.9,2,0.71,21,7.47,281,0,,0,,0,,0,,0
32938,female,5,US,222,56,85,0,81,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,54,24.55,85,38.64,0,0.0,81,36.82,220,0,,0,,0,,0,,0
32988,,5,US,212,158,41,5,8,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,157,74.76,40,19.05,5,2.38,8,3.81,210,0,,0,,0,,0,,0
32992,male,5,US,148,144,1,3,0,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,142,97.26,1,0.68,3,2.05,0,0.0,146,0,,0,,0,,0,,0
33078,male,5,US,111,43,40,2,26,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,38,35.85,40,37.74,2,1.89,26,24.53,106,0,,0,,0,,0,,0
33188,male,5,US,125,57,62,2,4,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,1,100.0,1,56,45.53,62,50.41,2,1.63,3,2.44,123,0,,0,,0,,0,,0
33253,female,5,US,188,40,110,8,30,0,,0,,0,,0,,0,3,100.0,0,0.0,0,0.0,0,0.0,3,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,1,100.0,1,37,20.11,110,59.78,8,4.35,29,15.76,184,0,,0,,0,,0,,0
33454,female,5,US,116,92,22,0,2,0,,0,,0,,0,,0,1,100.0,0,0.0,0,0.0,0,0.0,1,0,,0,,0,,0,,0,0,0.0,1,100.0,0,0.0,0,0.0,1,91,79.82,21,18.42,0,0.0,2,1.75,114,0,,0,,0,,0,,0
33488,,5,US,132,52,61,1,18,0,,0,,0,,0,,0,4,100.0,0,0.0,0,0.0,0,0.0,4,2,50.0,2,50.0,0,0.0,0,0.0,4,0,0.0,1,100.0,0,0.0,0,0.0,1,46,37.4,58,47.15,1,0.81,18,14.63,123,0,,0,,0,,0,,0
33529,custom,5,US,257,211,27,6,13,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,209,81.96,27,10.59,6,2.35,13,5.1,255,0,,0,,0,,0,,0
33687,,5,US,178,117,47,1,13,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,50.0,0,0.0,0,0.0,1,50.0,2,116,65.91,47,26.7,1,0.57,12,6.82,176,0,,0,,0,,0,,0
33799,male,5,US,399,300,59,23,17,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,298,75.06,59,14.86,23,5.79,17,4.28,397,0,,0,,0,,0,,0
33883,,5,US,196,159,17,6,14,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,0,0.0,2,100.0,0,0.0,2,159,81.96,17,8.76,4,2.06,14,7.22,194,0,,0,,0,,0,,0
33894,,5,US,128,54,64,0,10,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,4,80.0,0,0.0,1,20.0,5,2,100.0,0,0.0,0,0.0,0,0.0,2,52,42.98,60,49.59,0,0.0,9,7.44,121,0,,0,,0,,0,,0
33971,male,5,US,254,188,54,1,11,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,50.0,1,50.0,0,0.0,0,0.0,2,187,74.21,53,21.03,1,0.4,11,4.37,252,0,,0,,0,,0,,0
33993,custom,5,US,172,6,48,109,9,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,0.0,0,0.0,2,100.0,0,0.0,2,6,3.53,48,28.24,107,62.94,9,5.29,170,0,,0,,0,,0,,0
34181,male,5,US,102,66,19,0,17,0,,0,,0,,0,,0,0,,0,,0,,0,,0,5,100.0,0,0.0,0,0.0,0,0.0,5,2,100.0,0,0.0,0,0.0,0,0.0,2,59,62.11,19,20.0,0,0.0,17,17.89,95,0,,0,,0,,0,,0
34182,,5,US,139,87,25,2,25,0,,0,,0,,0,,0,0,,0,,0,,0,,0,1,50.0,1,50.0,0,0.0,0,0.0,2,2,100.0,0,0.0,0,0.0,0,0.0,2,84,62.22,24,17.78,2,1.48,25,18.52,135,0,,0,,0,,0,,0
34249,male,5,US,485,310,140,18,17,0,,0,,0,,0,,0,0,,0,,0,,0,,0,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,308,63.77,140,28.99,18,3.73,17,3.52,483,0,,0,,0,,0,,0
34694,male,5,US,108,53,13,31,11,0,,0,,0,,0,,0,0,0.0,1,16.67,5,83.33,0,0.0,6,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,51,51.0,12,12.0,26,26.0,11,11.0,100,0,,0,,0,,0,,0
34716,male,5,US,164,3,1,1,159,0,,0,,0,,0,,0,0,0.0,0,0.0,1,100.0,0,0.0,1,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,1,0.62,1,0.62,0,0.0,159,98.76,161,0,,0,,0,,0,,0
34723,,5,US,695,513,129,11,42,0,,0,,0,,0,,0,0,0.0,4,100.0,0,0.0,0,0.0,4,0,,0,,0,,0,,0,2,100.0,0,0.0,0,0.0,0,0.0,2,511,74.17,125,18.14,11,1.6,42,6.1,689,0,,0,,0,,0,,0
34901,male,5,US,105,24,20,42,19,0,,0,,0,,0,,0,1,25.0,2,50.0,1,25.0,0,0.0,4,0,,0,,0,,0,,0,1,50.0,0,0.0,0,0.0,1,50.0,2,22,22.22,18,18.18,41,41.41,18,18.18,99,0,,0,,0,,0,,0
34934,female,5,US,153,80,36,10,27,0,,0,,0,,0,,0,1,33.33,1,33.33,0,0.0,1,33.33,3,0,,0,,0,,0,,0,0,0.0,2,100.0,0,0.0,0,0.0,2,79,53.38,33,22.3,10,6.76,26,17.57,148,0,,0,,0,,0,,0
34938,custom,5,US,101,7,6,81,7,0,,0,,0,,0,,0,1,33.33,1,33.33,0,0.0,1,33.33,3,0,,0,,0,,0,,0,0,0.0,0,0.0,0,0.0,2,100.0,2,6,6.25,5,5.21,81,84.38,4,4.17,96,0,,0,,0,,0,,0
34974,male,5,EG,294,99,177,0,18,0,,0,,0,,0,,0,1,50.0,1,50.0,0,0.0,0,0.0,2,12,30.0,26,65.0,0,0.0,2,5.0,40,0,0.0,2,100.0,0,0.0,0,0.0,2,86,34.4,148,59.2,0,0.0,16,6.4,250,0,,0,,0,,0,,0
35019,male,5,GB,123,114,6,3,0,0,,0,,0,,0,,0,1,50.0,1,50.0,0,0.0,0,0.0,2,0,,0,,0,,0,,0,1,50.0,0,0.0,1,50.0,0,0.0,2,112,94.12,5,4.2,2,1.68,0,0.0,119,0,,0,,0,,0,,0
35040,female,5,US,114,52,49,6,7,0,,0,,0,,0,,0,1,50.0,0,0.0,0,0.0,1,50.0,2,0,,0,,0,,0,,0,1,50.0,1,50.0,0,0.0,0,0.0,2,50,45.45,48,43.64,6,5.45,6,5.45,110,0,,0,,0,,0,,0
